id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
2.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
2.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_7h00m,0.05,2.26,0.0,2.37,1.94,2.7,3.39,4.16,5.01
3.csv_Day7_7h30m,2.67,8.76,6.91,10.43,10.5,11.0,11.34,11.91,14.34
3.csv_Day7_8h00m,5.77,15.13,15.92,20.99,19.04,18.96,21.03,23.04,23.93
3.csv_Day7_8h30m,8.8,22.19,26.55,31.9,30.02,30.44,30.99,33.37,35.23
3.csv_Day7_9h00m,12.06,29.32,33.69,38.79,40.64,39.63,40.17,41.84,42.45
3.csv_Day7_9h30m,16.72,34.44,39.97,44.56,46.7,47.96,47.56,47.27,49.17
3.csv_Day7_10h00m,19.0,34.76,42.58,49.14,51.2,53.52,54.41,53.48,55.14
3.csv_Day7_10h30m,23.4,38.55,50.37,56.27,57.33,60.24,61.12,61.47,62.74
3.csv_Day7_11h00m,29.32,46.77,56.05,58.02,61.23,63.15,65.81,65.77,68.82
3.csv_Day7_11h30m,29.32,48.3,58.41,63.98,64.29,64.62,67.42,70.55,72.36
3.csv_Day7_12h00m,28.35,44.89,57.2,66.82,65.83,65.96,68.06,71.03,73.35
3.csv_Day7_12h30m,28.86,46.35,56.31,63.86,63.74,64.87,67.78,70.76,72.89
3.csv_Day7_13h00m,27.77,46.94,56.19,61.69,61.56,64.27,67.31,69.41,72.62
3.csv_Day7_13h30m,23.92,37.04,48.99,54.84,57.34,59.2,62.01,64.99,68.13
3.csv_Day7_14h00m,25.25,33.32,47.82,50.52,54.95,56.88,57.97,61.43,62.63
3.csv_Day7_14h30m,24.29,33.82,47.1,46.72,50.76,52.74,54.92,55.21,58.22
3.csv_Day7_15h00m,16.12,29.24,38.52,38.95,41.64,43.03,46.27,46.29,48.97
3.csv_Day7_15h30m,8.6,24.28,29.4,30.82,32.42,33.51,35.32,37.65,39.12
3.csv_Day7_16h00m,6.9,18.97,25.77,25.56,24.14,25.72,26.66,27.32,29.2
3.csv_Day7_16h30m,4.53,15.17,19.15,17.35,17.67,17.55,18.72,20.86,21.1
3.csv_Day7_17h00m,3.39,9.11,7.37,9.18,9.07,9.85,11.01,11.33,11.96
3.csv_Day7_17h30m,1.26,3.23,0.61,3.47,3.38,4.03,3.85,3.58,4.23
3.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.08,0.15
3.csv_Day8_7h00m,0.74,1.83,1.7,2.75,2.78,3.04,3.35,4.75,5.34
3.csv_Day8_7h30m,4.09,7.88,9.0,10.07,10.9,11.47,12.09,14.17,14.27
3.csv_Day8_8h00m,7.91,13.03,16.13,18.27,19.9,19.83,21.31,22.28,23.35
3.csv_Day8_8h30m,12.0,20.97,26.77,30.14,31.2,32.47,32.09,33.72,33.66
3.csv_Day8_9h00m,16.33,26.97,32.67,37.94,39.81,39.64,39.2,41.0,41.47
3.csv_Day8_9h30m,19.48,32.66,37.71,42.66,45.9,47.17,46.19,49.38,49.3
3.csv_Day8_10h00m,24.91,37.93,41.36,48.0,52.07,54.78,56.12,54.7,55.73
3.csv_Day8_10h30m,26.04,42.3,49.27,57.71,60.57,61.22,63.36,61.45,63.53
3.csv_Day8_11h00m,28.45,44.4,49.74,59.03,64.99,65.79,68.34,67.74,68.58
3.csv_Day8_11h30m,29.92,42.48,49.76,59.21,63.77,68.1,69.78,68.61,73.1
3.csv_Day8_12h00m,27.24,42.12,51.42,62.3,67.85,69.75,71.65,71.21,72.89
3.csv_Day8_12h30m,26.26,41.81,51.98,61.21,66.41,71.14,71.66,71.71,73.17
3.csv_Day8_13h00m,25.48,42.01,49.94,56.2,62.74,65.67,66.38,69.26,72.32
3.csv_Day8_13h30m,21.63,38.21,45.58,52.03,57.96,64.11,63.99,64.63,68.41
3.csv_Day8_14h00m,20.84,36.08,44.67,49.23,52.61,60.8,58.21,59.8,61.86
3.csv_Day8_14h30m,20.07,31.83,34.78,44.47,50.3,53.55,54.35,53.58,56.35
3.csv_Day8_15h00m,17.28,29.46,31.32,35.9,38.03,42.27,43.63,45.76,47.29
3.csv_Day8_15h30m,13.21,20.36,25.79,29.11,31.21,34.66,34.96,37.25,38.82
3.csv_Day8_16h00m,11.36,16.53,21.64,23.57,25.68,26.67,27.55,28.57,30.53
3.csv_Day8_16h30m,6.23,10.83,15.39,15.82,17.78,18.02,18.57,21.82,22.26
3.csv_Day8_17h00m,3.42,7.28,8.81,9.29,10.04,10.48,11.86,12.07,12.22
3.csv_Day8_17h30m,2.25,3.31,3.35,3.49,4.09,4.2,4.07,4.43,4.68
3.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
3.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.92
4.csv_Day7_6h30m,2.95,2.88,4.2,3.5,2.18,3.21,2.77,3.2,3.5
4.csv_Day7_7h00m,6.6,7.82,8.75,9.98,10.31,10.53,10.49,11.76,13.18
4.csv_Day7_7h30m,13.09,15.02,18.82,19.73,21.1,21.62,21.35,23.16,23.66
4.csv_Day7_8h00m,16.11,20.98,26.24,28.35,30.1,31.55,31.5,33.63,33.91
4.csv_Day7_8h30m,25.15,30.96,38.04,40.82,41.83,41.95,42.54,43.27,44.63
4.csv_Day7_9h00m,33.81,41.86,44.61,47.95,48.68,52.14,51.36,53.63,52.74
4.csv_Day7_9h30m,41.12,44.54,52.01,52.91,56.58,59.63,60.33,62.17,62.38
4.csv_Day7_10h00m,39.51,48.75,51.71,59.03,59.84,64.71,67.23,67.04,68.95
4.csv_Day7_10h30m,55.51,57.75,60.14,64.13,70.23,72.42,73.62,73.11,73.73
4.csv_Day7_11h00m,42.17,59.38,59.32,67.37,69.19,71.82,74.7,75.27,78.87
4.csv_Day7_11h30m,45.41,59.2,60.92,68.37,71.69,76.15,77.04,76.26,80.45
4.csv_Day7_12h00m,42.21,60.31,65.3,72.97,74.84,75.94,78.15,80.2,82.12
4.csv_Day7_12h30m,44.89,58.95,63.13,71.56,76.11,77.61,79.94,80.77,83.5
4.csv_Day7_13h00m,52.51,60.24,63.18,70.19,75.38,75.8,78.42,79.84,80.84
4.csv_Day7_13h30m,38.13,50.9,61.21,67.01,70.2,72.75,74.97,76.16,78.1
4.csv_Day7_14h00m,32.29,44.28,53.78,59.49,62.49,65.41,68.91,69.68,71.61
4.csv_Day7_14h30m,34.96,38.31,47.99,53.16,54.76,59.71,62.6,65.0,66.13
4.csv_Day7_15h00m,23.83,34.44,42.93,46.76,48.64,53.89,54.82,56.81,59.37
4.csv_Day7_15h30m,18.71,27.91,34.75,39.61,44.05,47.73,49.38,49.7,52.01
4.csv_Day7_16h00m,17.37,23.27,26.78,32.32,35.03,35.0,38.06,37.44,38.52
4.csv_Day7_16h30m,10.15,16.1,20.09,22.66,24.06,25.65,27.02,27.83,28.73
4.csv_Day7_17h00m,7.87,11.66,13.94,16.64,17.28,17.38,17.54,18.41,19.17
4.csv_Day7_17h30m,4.13,6.35,6.87,8.04,7.9,8.77,8.49,9.54,9.16
4.csv_Day7_18h00m,1.39,1.74,2.4,2.9,2.28,2.86,1.84,2.02,2.52
4.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.39,0.36
4.csv_Day8_6h30m,1.03,0.28,0.0,2.32,2.49,3.21,3.71,4.35,3.83
4.csv_Day8_7h00m,3.67,4.35,4.04,9.05,9.99,10.12,10.58,11.62,11.81
4.csv_Day8_7h30m,7.17,9.55,11.07,16.64,18.14,19.1,19.77,20.15,22.62
4.csv_Day8_8h00m,11.37,15.58,17.22,25.79,27.77,28.98,29.42,31.74,33.26
4.csv_Day8_8h30m,15.07,22.06,24.57,34.47,38.54,38.51,39.36,42.1,42.48
4.csv_Day8_9h00m,20.89,27.85,35.32,44.18,46.02,48.98,49.42,51.68,51.92
4.csv_Day8_9h30m,24.79,30.06,44.18,52.57,53.84,56.52,57.21,59.8,61.03
4.csv_Day8_10h00m,30.01,40.91,43.73,54.22,59.71,62.14,62.98,64.85,67.04
4.csv_Day8_10h30m,33.92,41.41,51.74,59.52,57.41,65.0,67.51,70.56,72.44
4.csv_Day8_11h00m,34.11,42.04,51.05,58.69,58.15,66.81,69.2,74.01,76.37
4.csv_Day8_11h30m,34.13,47.29,61.04,65.27,62.54,70.11,72.53,76.93,80.04
4.csv_Day8_12h00m,33.88,46.23,56.73,66.49,63.14,71.64,74.86,77.84,80.68
4.csv_Day8_12h30m,32.48,45.47,54.24,63.38,62.66,69.68,73.38,77.0,81.11
4.csv_Day8_13h00m,31.28,43.17,56.57,58.95,60.24,67.57,68.8,75.78,78.16
4.csv_Day8_13h30m,30.09,41.78,54.06,54.67,54.84,61.69,67.72,72.75,76.18
4.csv_Day8_14h00m,29.32,37.33,49.55,52.95,59.34,62.12,66.0,69.62,71.06
4.csv_Day8_14h30m,21.05,30.0,39.83,48.87,50.75,54.61,57.64,61.79,63.86
4.csv_Day8_15h00m,19.28,25.23,33.73,40.96,44.63,48.75,52.91,56.54,57.5
4.csv_Day8_15h30m,11.92,20.06,27.41,36.51,40.22,44.78,47.03,47.44,50.41
4.csv_Day8_16h00m,10.03,15.0,19.46,25.77,30.19,32.87,33.94,36.06,38.85
4.csv_Day8_16h30m,5.09,6.39,12.61,18.02,20.4,22.59,24.04,26.22,28.35
4.csv_Day8_17h00m,4.71,6.89,7.29,12.58,13.92,16.15,16.55,17.34,18.86
4.csv_Day8_17h30m,2.78,3.88,2.1,6.15,7.42,8.89,9.01,8.44,9.22
4.csv_Day8_18h00m,0.62,0.47,0.0,2.02,2.49,2.77,2.29,2.09,2.92
4.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
4.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_5h00m,1.1,1.95,1.41,1.35,0.59,0.82,1.09,0.0,0.6
5.csv_Day7_5h30m,3.94,3.97,3.67,3.08,3.58,4.37,4.39,4.4,6.38
5.csv_Day7_6h00m,8.47,11.17,8.88,10.9,11.47,11.29,11.93,11.56,13.35
5.csv_Day7_6h30m,13.83,18.23,20.25,19.96,20.75,20.73,20.84,22.19,23.22
5.csv_Day7_7h00m,21.75,26.22,30.4,29.54,30.46,30.48,30.75,30.65,31.27
5.csv_Day7_7h30m,28.7,37.89,38.99,40.5,39.95,40.74,41.22,41.25,43.43
5.csv_Day7_8h00m,33.53,43.47,45.33,48.44,47.86,49.56,50.2,51.3,51.57
5.csv_Day7_8h30m,38.33,51.04,53.99,56.68,56.91,58.04,59.01,59.16,60.68
5.csv_Day7_9h00m,34.6,50.45,59.58,63.82,65.78,66.23,67.6,69.04,67.94
5.csv_Day7_9h30m,35.46,48.48,60.5,69.76,72.12,69.13,72.56,75.3,76.88
5.csv_Day7_10h00m,31.14,43.06,57.12,67.15,73.63,72.23,76.18,80.92,83.57
5.csv_Day7_10h30m,31.75,45.93,60.86,72.25,76.81,78.69,85.27,87.47,87.81
5.csv_Day7_11h00m,29.52,44.79,57.07,67.26,73.47,76.92,84.47,86.99,90.76
5.csv_Day7_11h30m,26.98,41.56,54.78,64.65,70.75,78.14,84.76,91.91,93.35
5.csv_Day7_12h00m,25.22,44.11,58.29,68.85,72.04,77.9,85.61,90.58,93.3
5.csv_Day7_12h30m,21.85,38.99,51.03,61.62,66.01,76.31,80.73,89.52,93.46
5.csv_Day7_13h00m,20.93,35.86,49.18,59.46,65.81,76.33,83.61,89.11,90.83
5.csv_Day7_13h30m,15.82,29.04,39.77,52.56,62.08,72.33,78.39,81.88,87.42
5.csv_Day7_14h00m,15.01,26.64,39.11,54.32,64.25,70.31,74.78,82.16,83.07
5.csv_Day7_14h30m,13.12,26.22,38.0,51.79,63.32,65.69,72.36,78.52,77.43
5.csv_Day7_15h00m,13.81,24.42,34.19,38.28,56.59,57.14,64.63,69.23,69.49
5.csv_Day7_15h30m,11.61,18.85,27.64,34.85,46.05,55.83,59.51,62.11,63.62
5.csv_Day7_16h00m,9.62,16.83,18.54,28.69,37.9,45.92,51.4,53.01,54.81
5.csv_Day7_16h30m,5.58,10.05,15.25,24.0,32.64,36.43,39.12,42.03,45.29
5.csv_Day7_17h00m,4.78,11.29,14.6,20.82,27.55,31.1,31.78,33.38,36.53
5.csv_Day7_17h30m,4.2,7.14,10.56,15.57,19.34,20.94,24.36,22.53,25.44
5.csv_Day7_18h00m,3.45,5.52,7.24,10.2,12.56,13.47,15.46,14.47,17.35
5.csv_Day7_18h30m,2.07,3.06,4.32,5.08,6.74,6.9,8.59,8.63,10.33
5.csv_Day7_19h00m,0.96,1.37,0.74,0.76,2.41,2.34,3.52,2.42,2.98
5.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.6
5.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.6
5.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.6
5.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
5.csv_Day8_5h00m,1.23,0.61,0.86,0.98,1.31,0.31,0.31,0.88,1.24
5.csv_Day8_5h30m,4.23,4.3,3.68,3.62,4.21,4.72,4.39,3.88,6.42
5.csv_Day8_6h00m,9.46,11.75,12.44,12.07,11.59,11.15,11.8,12.96,13.91
5.csv_Day8_6h30m,13.52,20.29,20.38,21.01,21.56,19.25,20.65,21.46,22.58
5.csv_Day8_7h00m,19.92,26.43,28.39,32.76,30.91,31.01,31.41,31.25,31.71
5.csv_Day8_7h30m,25.93,34.12,41.07,41.77,39.35,42.42,43.77,40.33,43.23
5.csv_Day8_8h00m,28.84,40.58,48.56,50.39,49.93,50.85,51.34,51.04,52.03
5.csv_Day8_8h30m,31.38,44.18,54.29,56.9,57.07,59.07,60.3,59.83,59.37
5.csv_Day8_9h00m,33.29,43.24,59.69,69.75,66.54,66.91,67.55,68.06,68.25
5.csv_Day8_9h30m,31.21,41.33,61.84,74.29,76.09,75.84,75.31,75.85,76.67
5.csv_Day8_10h00m,28.99,38.91,55.3,73.22,79.45,81.14,81.2,82.17,83.65
5.csv_Day8_10h30m,30.74,37.7,54.12,74.87,84.39,86.9,87.25,87.82,88.25
5.csv_Day8_11h00m,27.39,43.04,55.49,74.72,84.61,87.12,88.02,89.9,91.07
5.csv_Day8_11h30m,25.34,40.43,54.92,78.03,84.57,90.08,89.43,92.31,94.33
5.csv_Day8_12h00m,25.17,40.51,51.55,74.79,86.91,88.76,89.67,92.58,94.15
5.csv_Day8_12h30m,20.78,36.91,51.36,69.08,81.14,85.82,89.8,90.95,94.65
5.csv_Day8_13h00m,18.6,31.04,49.38,70.32,80.28,87.91,90.93,92.33,92.95
